gene_symbol,occurrence,studies
Rock,1,Bigham2014diffexprgenes
RYK,1,Bigham2014diffexprgenes
STEAP4,1,Bigham2014diffexprgenes
VCAN,1,Bigham2014diffexprgenes
 COL6A1,1,Witt2019
 LIPE,1,Witt2019
 PAFAH1B3,1,Witt2019
 ARNT2,1,Witt2019
 EDNRB,1,Witt2019
 PPARA,1,Witt2019
 SLC52A3,1,Witt2019
 EDNRA,1,Witt2019
 PTEN,1,Witt2019
 ANGPTL4,1,Witt2019
Cyp17A1,1,Witt2019
 RP11-384F7.2,1,Witt2019
 ZNF532,1,Witt2019
 VDR,1,Witt2019
 HBB,1,Witt2019
 VEGF,1,Witt2019
 PRKAA1,1,Witt2019
 NOS2A,1,Witt2019
 TBX5,1,Witt2019
 COPS5,1,Witt2019
 SENP1,1,Witt2019
PRDM1,1,Witt2019
 PML,1,Witt2019
MMP3,1,Witt2019
CAMK2B,1,Witt2019
GCNT3,1,Witt2019
HSD17B12,1,Witt2019
WHSC1,1,Witt2019
Glul,1,Witt2019
Cattle,1,Witt2019
 HIF3A,1,Witt2019
NADH6,1,Witt2019
 TENM2,1,Witt2019
cluster,1,Witt2019
 GRIN2B,1,Witt2019
C9ORF3,1,Witt2019
PLA2G12A,1,Witt2019
 ALB,1,Witt2019
SPTLC2,1,Witt2019
 GLDC,1,Witt2019
 AMOT,1,Witt2019
 KIF16B,1,Witt2019
DNAH9,1,Witt2019
 NR3C2,1,Witt2019
SLC38A10,1,Witt2019
 RYR3,1,Witt2019
 MSRB3,1,Witt2019
 CDK2,1,Witt2019
 GNB1,1,Witt2019
SLC35F1,1,Witt2019
 RYR2,1,Witt2019
 SIRT1,1,Witt2019
YES1,1,Witt2019
JUP,1,Witt2019
 SOCS2,1,Witt2019
NOXA1,1,Witt2019
 ENPEP,1,Witt2019
 KITLG,1,Witt2019
 FGF5,1,Witt2019
FGF7,1,Witt2019
ACA64,1,Gou2014
ACADVL,1,Gou2014
ACAP1,1,Gou2014
ACAP3,1,Gou2014
ADAMTSL5,1,Gou2014
ADCK5,1,Gou2014
ADM2,1,Gou2014
ADPRM,1,Gou2014
ADRM1,1,Gou2014
AGRN,1,Gou2014
AKR1B1,1,Gou2014
ALG6,1,Gou2014
ALOX12B,1,Gou2014
ALOXE3,1,Gou2014
ALYREF,1,Gou2014
ANAPC11,1,Gou2014
ANKRD52,1,Gou2014
ANKRD65,1,Gou2014
AP3D1,1,Gou2014
APC2,1,Gou2014
ARHGAP39,1,Gou2014
ARHGEF15,1,Gou2014
ATAD3A,1,Gou2014
ATPAF2,1,Gou2014
AURKAIP1,1,Gou2014
AURKB,1,Gou2014
B3GALT6,1,Gou2014
B4GALT7,1,Gou2014
BAIAP3,1,Gou2014
BRICD5,1,Gou2014
BTBD2,1,Gou2014
C11orf35,1,Gou2014
C16orf91,1,Gou2014
C17orf59,1,Gou2014
C17orf74,1,Gou2014
C19orf77,1,Gou2014
C1orf159,1,Gou2014
C1orf170,1,Gou2014
C1orf233,1,Gou2014
C8orf82,1,Gou2014
CABLES2,1,Gou2014
CAPN15,1,Gou2014
CASKIN1,1,Gou2014
CCDC154,1,Gou2014
CCNL2,1,Gou2014
CD63,1,Gou2014
cfa-mir-1-1,1,Gou2014
cfa-mir-129-1,1,Gou2014
cfa-mir-129-2,1,Gou2014
cfa-mir-133c,1,Gou2014
cfa-mir-1842,1,Gou2014
cfa-mir-202,1,Gou2014
cfa-mir-210,1,Gou2014
cfa-mir-335,1,Gou2014
CHRNB1,1,Gou2014
CLDN7,1,Gou2014
COL20A1,1,Gou2014
COMMD5,1,Gou2014
COPG2,1,Gou2014
COQ10A,1,Gou2014
CPSF1,1,Gou2014
CPSF3L,1,Gou2014
CS,1,Gou2014
CTC1,1,Gou2014
CTDNEP1,1,Gou2014
CTPS1,1,Gou2014
CYC1,1,Gou2014
CYHR1,1,Gou2014
DGAT1,1,Gou2014
DRG2,1,Gou2014
DVL1,1,Gou2014
DVL2,1,Gou2014
E4F1,1,Gou2014
ECI1,1,Gou2014
EEF1D,1,Gou2014
EIF5A,1,Gou2014
ELP5,1,Gou2014
ERBB3,1,Gou2014
ESYT1,1,Gou2014
EXOSC4,1,Gou2014
FAM132A,1,Gou2014
FBXL6,1,Gou2014
FOXH1,1,Gou2014
GABARAP,1,Gou2014
GATA5,1,Gou2014
GDF11,1,Gou2014
GID4,1,Gou2014
GLB1L2,1,Gou2014
GLTPD1,1,Gou2014
GNPTG,1,Gou2014
GPAA1,1,Gou2014
GPR35,1,Gou2014
GPR37L1,1,Gou2014
GPS2,1,Gou2014
GSDMD,1,Gou2014
HES4,1,Gou2014
HES7,1,Gou2014
IMPDH1,1,Gou2014
INSM1,1,Gou2014
ISG15,1,Gou2014
ITGA7,1,Gou2014
ITGB3BP,1,Gou2014
IZUMO4,1,Gou2014
KCNQ2,1,Gou2014
KDM5B,1,Gou2014
KIF1A,1,Gou2014
KIFC2,1,Gou2014
K-RAS,1,Gou2014
LAMA5,1,Gou2014
LGR6,1,Gou2014
LMF2,1,Gou2014
LPAR6,1,Gou2014
LRRC14,1,Gou2014
LRRC24,1,Gou2014
LRRC56,1,Gou2014
MBD3,1,Gou2014
MED9,1,Gou2014
MEST,1,Gou2014
METTL7B,1,Gou2014
MEX3D,1,Gou2014
MFSD3,1,Gou2014
MFSD9,1,Gou2014
MIB2,1,Gou2014
MIOX,1,Gou2014
MLST8,1,Gou2014
MMP19,1,Gou2014
MMP23B,1,Gou2014
MOB3A,1,Gou2014
MRPL20,1,Gou2014
MXRA8,1,Gou2014
MYH1,1,Gou2014
MYH13,1,Gou2014
MYH3,1,Gou2014
MYH4,1,Gou2014
MYH8,1,Gou2014
MYL6B,1,Gou2014
MYO15A,1,Gou2014
NABP2,1,Gou2014
NADK,1,Gou2014
NAPRT1,1,Gou2014
NCAPH2,1,Gou2014
NCOA1,1,Gou2014
NFATC1,1,Gou2014
NLGN2,1,Gou2014
NPB,1,Gou2014
NTAN1,1,Gou2014
NTHL1,1,Gou2014
OPLAH,1,Gou2014
OR51F1,1,Gou2014
OR51V1,1,Gou2014
OR52A1,1,Gou2014
OSBPL2,1,Gou2014
PA2G4,1,Gou2014
PCSK4,1,Gou2014
PCYT2,1,Gou2014
PDCD6IP,1,Gou2014
PDXDC1,1,Gou2014
PEMT,1,Gou2014
PER1,1,Gou2014
PFAS,1,Gou2014
PFN1,1,Gou2014
PGP,1,Gou2014
PHF23,1,Gou2014
PHRF1,1,Gou2014
PKD1,1,Gou2014
PLEC,1,Gou2014
PLK5,1,Gou2014
PLSCR3,1,Gou2014
PMEL17,1,Gou2014
PPP1R16A,1,Gou2014
PPP6R2,1,Gou2014
PRAME,1,Gou2014
PRRT4,1,Gou2014
PRSS22,1,Gou2014
PRSS27,1,Gou2014
PTDSS2,1,Gou2014
PTPN7,1,Gou2014
PUSL1,1,Gou2014
PYCRL,1,Gou2014
R3HDM2,1,Gou2014
RAB26,1,Gou2014
RAB5B,1,Gou2014
RANGRF,1,Gou2014
RASD1,1,Gou2014
RASSF7,1,Gou2014
RBBP8NL,1,Gou2014
RBKS,1,Gou2014
RDH5,1,Gou2014
RECQL4,1,Gou2014
REEP6,1,Gou2014
RNF167,1,Gou2014
RNF223,1,Gou2014
RNH1,1,Gou2014
RNPEP,1,Gou2014
RNPS1,1,Gou2014
RPL23A,1,Gou2014
RRN3,1,Gou2014
SARNP,1,Gou2014
SCNN1D,1,Gou2014
SCO1,1,Gou2014
SDF4,1,Gou2014
SHARPIN,1,Gou2014
SHMT2,1,Gou2014
SLC25A11,1,Gou2014
SLC25A35,1,Gou2014
SLC35B4,1,Gou2014
SLC35E2B,1,Gou2014
SLC39A4,1,Gou2014
SLC39A5,1,Gou2014
SLC9A3R2,1,Gou2014
SMARCC2,1,Gou2014
SNED1,1,Gou2014
SNORA70,1,Gou2014
SNORD45,1,Gou2014
SNORD60,1,Gou2014
SPATC1,1,Gou2014
SPIRE2,1,Gou2014
SRRM2,1,Gou2014
SSU72,1,Gou2014
STK40,1,Gou2014
SUOX,1,Gou2014
TAS1R3,1,Gou2014
TCF25,1,Gou2014
TIGD5,1,Gou2014
TIMM17A,1,Gou2014
TMED9,1,Gou2014
TMEM102,1,Gou2014
TMEM107,1,Gou2014
TMEM198,1,Gou2014
TMEM220,1,Gou2014
TMEM240,1,Gou2014
TMEM249,1,Gou2014
TMEM88B,1,Gou2014
TNFRSF4,1,Gou2014
TNK1,1,Gou2014
TONSL,1,Gou2014
TRAF7,1,Gou2014
TSPAN10,1,Gou2014
TSR3,1,Gou2014
TSTA3,1,Gou2014
TUBGCP2,1,Gou2014
U8,1,Gou2014
UBE2I,1,Gou2014
UBE2J2,1,Gou2014
VENTX,1,Gou2014
VPS28,1,Gou2014
VWA1,1,Gou2014
WFS1,1,Gou2014
ZBTB4,1,Gou2014
ZC3H10,1,Gou2014
ZC3H3,1,Gou2014
ZNF517,1,Gou2014
ZNF623,1,Gou2014
ZNF7,1,Gou2014
ERCC6,1,Li2018
SMARCAL1,1,Li2018
MEIOB,1,Li2018
ING4,1,Li2018
RBBP5,1,Li2018
DMAP1,1,Li2018
MSH2,1,Li2018
p21,1,Li2018
CCNT2,1,Li2018
USP7,1,Li2018
RBM38,1,Li2018
NT5C2 ,1,Li2018
NT5DC3,1,Li2018
FEN1,1,Li2018
FKB1A,1,Li2018
CHST1,1,Li2018
WDFY4,1,Li2018
IL4RA,1,Li2018
Col1a2,1,Schweizer2019
Itga7,1,Schweizer2019
Kcnma1,1,Schweizer2019
Birc2,1,Schweizer2019
Cp,1,Schweizer2019
Usp28,1,Schweizer2019
Cdk2,1,Schweizer2019
LOC102908477,1,Schweizer2019
Pdgfd,1,Schweizer2019
Epas1,1,Schweizer2019
Ncam1,1,Schweizer2019
Ptprz1,1,Schweizer2019
Sesn3,1,Schweizer2019
Mtdh,1,Schweizer2019
Drd2,1,Schweizer2019
Lrp1,1,Schweizer2019
Msh3,1,Schweizer2019
Tirap,1,Schweizer2019
Mgarp,1,Schweizer2019
Tnfsf10,1,Schweizer2019
Col5a3,1,Schweizer2019
Foxo1,1,Schweizer2019
Rap1b,1,Schweizer2019
Pik3c3,1,Schweizer2019
Siah2,1,Schweizer2019
Smad9,1,Schweizer2019
Mmp3,1,Schweizer2019
Ndn,1,Schweizer2019
Pck1,1,Schweizer2019
Pin1,1,Schweizer2019
Fstl3,1,Schweizer2019
Zmat3,1,Schweizer2019
Nov,1,Schweizer2019
Hmbs,1,Schweizer2019
Cdk4,1,Schweizer2019
Eif2a,1,Schweizer2019
Col18a1,1,Schweizer2019
Fgf2,1,Schweizer2019
LOC102907986,1,Schweizer2019
Flt1,1,Schweizer2019
LOC107402052,1,Schweizer2019
Gpr182,1,Schweizer2019
Hyou1,1,Schweizer2019
Ada,1,Schweizer2019
Angpt1,1,Schweizer2019
Gngt1,1,Schweizer2019
Ctdsp2,1,Schweizer2019
Pik3ca,1,Schweizer2019
Gng2,1,Schweizer2019
Trpc6,1,Schweizer2019
Fasn,1,Schweizer2019
Senp3,1,Schweizer2019
Ifng,1,Schweizer2019
Aqp4,1,Schweizer2019
Tradd,1,Schweizer2019
Os9,1,Schweizer2019
Slc27a4,1,Schweizer2019
LOC102927917,1,Schweizer2019
Scfd1,1,Schweizer2019
Mmp13,1,Schweizer2019
Pura,1,Schweizer2019
Camk2g,1,Schweizer2019
Csf1,1,Schweizer2019
Nr3c1,1,Schweizer2019
Hsd11b2,1,Schweizer2019
Sim2,1,Schweizer2019
Plau,1,Schweizer2019
LOC102913558,1,Schweizer2019
LOC102929008,1,Schweizer2019
Thbs4,1,Schweizer2019
Tnfsf13b,1,Schweizer2019
G6pc,1,Schweizer2019
Rrm2b,1,Schweizer2019
Pfkfb4,1,Schweizer2019
Icam1,1,Schweizer2019
Hspa9,1,Schweizer2019
Apc,1,Schweizer2019
Pik3c2g,1,Schweizer2019
Gata6,1,Schweizer2019
Atg4d,1,Schweizer2019
Ryr2,1,Schweizer2019
Adk,1,Schweizer2019
Mdm4,1,Schweizer2019
Gnb4,1,Schweizer2019
LOC102928774,1,Schweizer2019
Reln,1,Schweizer2019
Arsb,1,Schweizer2019
Pik3r1,1,Schweizer2019
LOC102909385,1,Schweizer2019
LOC102916982,1,Schweizer2019
Lama5,1,Schweizer2019
Dnm2,1,Schweizer2019
Lama3,1,Schweizer2019
Slc29a1,1,Schweizer2019
Soat1,1,Schweizer2019
Mmp9,1,Schweizer2019
Slc16a7,1,Schweizer2019
Chek1,1,Schweizer2019
Mst1r,1,Schweizer2019
Cdx2,1,Schweizer2019
Ets1,1,Schweizer2019
Drd3,1,Schweizer2019
Col6a1,1,Schweizer2019
Sgk2,1,Schweizer2019
Slc16a1,1,Schweizer2019
Ube2i,1,Schweizer2019
Mitf,1,Schweizer2019
Entpd1,1,Schweizer2019
Stat3,1,Schweizer2019
LOC102928219,1,Schweizer2019
Il18,1,Schweizer2019
Rictor,1,Schweizer2019
Rorc,1,Schweizer2019
Kat2b,1,Schweizer2019
Col11a1,1,Schweizer2019
Vldlr,1,Schweizer2019
Xdh,1,Schweizer2019
Hif3a,1,Schweizer2019
Ppp2r5d,1,Schweizer2019
Cdk6,1,Schweizer2019
Epor,1,Schweizer2019
Ucp2,1,Schweizer2019
Ttr,1,Schweizer2019
Ryr1,1,Schweizer2019
Angptl4,1,Schweizer2019
Cps1,1,Schweizer2019
Usf2,1,Schweizer2019
Rock1,1,Schweizer2019
Srf,1,Schweizer2019
Ercc3,1,Schweizer2019
Bak1,1,Schweizer2019
LOC102923592,1,Schweizer2019
Ccnd3,1,Schweizer2019
Nox4,1,Schweizer2019
Tmprss6,1,Schweizer2019
Itgam,1,Schweizer2019
Stk24,1,Schweizer2019
LOC102918935,1,Schweizer2019
Ticam2,1,Schweizer2019
Mdm2,1,Schweizer2019
Gnb1,1,Schweizer2019
Pla2g6,1,Schweizer2019
Col2a1,1,Schweizer2019
Rasgrp3,1,Schweizer2019
Hdac1,1,Schweizer2019
Ror2,1,Schweizer2019
Hmox1,1,Schweizer2019
Plod2,1,Schweizer2019
Met,1,Schweizer2019
Src,1,Schweizer2019
Col11a2,1,Schweizer2019
Tnnt1,1,Schweizer2019
Mlh1,1,Schweizer2019
Pdk1,1,Schweizer2019
Rasgrp2,1,Schweizer2019
Ikbkb,1,Schweizer2019
Col1a1,1,Schweizer2019
Muc5ac,1,Schweizer2019
Col5a1,1,Schweizer2019
Pde3a,1,Schweizer2019
Phlpp1,1,Schweizer2019
Lpar5,1,Schweizer2019
Wtip,1,Schweizer2019
Akap6,1,Schweizer2019
Ei24,1,Schweizer2019
Insr,1,Schweizer2019
Slc38a1,1,Schweizer2019
Cd36,1,Schweizer2019
Sfn,1,Schweizer2019
Pdgfrb,1,Schweizer2019
Prkcb,1,Schweizer2019
Hkdc1,1,Schweizer2019
Lpar2,1,Schweizer2019
Atf6b,1,Schweizer2019
Ccnb1,1,Schweizer2019
Psma7,1,Schweizer2019
Loxl2,1,Schweizer2019
Hdac7,1,Schweizer2019
Nfatc2,1,Schweizer2019
Jag2,1,Schweizer2019
Egr1,1,Schweizer2019
Hdc,1,Schweizer2019
Itga11,1,Schweizer2019
Aco1,1,Schweizer2019
Btc,1,Schweizer2019
Prkcg,1,Schweizer2019
LOC102924596,1,Schweizer2019
Tnfrsf11a,1,Schweizer2019
Nf1,1,Schweizer2019
Sirt1,1,Schweizer2019
Trpa1,1,Schweizer2019
Tnxb,1,Schweizer2019
Ube2b,1,Schweizer2019
Elavl1,1,Schweizer2019
Plcg2,1,Schweizer2019
Lct,1,Schweizer2019
Hk1,1,Schweizer2019
Sdhd,1,Schweizer2019
Tgfb1,1,Schweizer2019
Gab1,1,Schweizer2019
Ipo4,1,Schweizer2019
Itgav,1,Schweizer2019
Vegfc,1,Schweizer2019
Itga6,1,Schweizer2019
Ltb,1,Schweizer2019
Pde5a,1,Schweizer2019
Col4a2,1,Schweizer2019
Cops5,1,Schweizer2019
Tnfaip3,1,Schweizer2019
Sphk1,1,Schweizer2019
Pdgfra,1,Schweizer2019
Fndc1,1,Schweizer2019
Brca1,1,Schweizer2019
Cd44,1,Schweizer2019
Lama2,1,Schweizer2019
Akt2,1,Schweizer2019
P4ha2,1,Schweizer2019
Msh2,1,Schweizer2019
Rragc,1,Schweizer2019
Col6a3,1,Schweizer2019
Ltbr,1,Schweizer2019
Col3a1,1,Schweizer2019
Scnn1g,1,Schweizer2019
LOC102924223,1,Schweizer2019
Lta,1,Schweizer2019
Nkx3-1,1,Schweizer2019
Ulk1,1,Schweizer2019
Tlr3,1,Schweizer2019
Psen2,1,Schweizer2019
Arrb1,1,Schweizer2019
Narfl,1,Schweizer2019
Usp20,1,Schweizer2019
Eno3,1,Schweizer2019
Camkk2,1,Schweizer2019
Itga2b,1,Schweizer2019
Kdm4b,1,Schweizer2019
Prlr,1,Schweizer2019
Fgf14,1,Schweizer2019
Pxn,1,Schweizer2019
Tlr4,1,Schweizer2019
Pou5f1,1,Schweizer2019
Slc4a1,1,Schweizer2019
Fgf1,1,Schweizer2019
Fzd4,1,Schweizer2019
Sdc2,1,Schweizer2019
Lgals1,1,Schweizer2019
Thbs3,1,Schweizer2019
Hmox2,1,Schweizer2019
Cat,1,Schweizer2019
Ptk2b,1,Schweizer2019
LOC102915382,1,Schweizer2019
Becn1,1,Schweizer2019
Hif1an,1,Schweizer2019
P4ha3,1,Schweizer2019
Cdc42,1,Schweizer2019
Smad3,1,Schweizer2019
Trpv1,1,Schweizer2019
Dffa,1,Schweizer2019
Itga3,1,Schweizer2019
Fgf18,1,Schweizer2019
Aldh3a1,1,Schweizer2019
Mt3,1,Schweizer2019
Prok1,1,Schweizer2019
Fn1,1,Schweizer2019
Itpr1,1,Schweizer2019
E2f4,1,Schweizer2019
Dlk1,1,Schweizer2019
Flt4,1,Schweizer2019
Atm,1,Schweizer2019
Chek2,1,Schweizer2019
Tnfrsf13c,1,Schweizer2019
Nos1,1,Schweizer2019
Mat2a,1,Schweizer2019
Ppp2r5e,1,Schweizer2019
LOC102916394,1,Schweizer2019
Ddc,1,Schweizer2019
Ehmt2,1,Schweizer2019
Atr,1,Schweizer2019
Nol3,1,Schweizer2019
Asl,1,Schweizer2019
Igfbp3,1,Schweizer2019
Pik3c2b,1,Schweizer2019
Srebf1,1,Schweizer2019
Mb,1,Schweizer2019
Eif2s1,1,Schweizer2019
Cdc37,1,Schweizer2019
Parp1,1,Schweizer2019
Tek,1,Schweizer2019
Ros1,1,Schweizer2019
Pak1,1,Schweizer2019
Fbln5,1,Schweizer2019
Serpine1,1,Schweizer2019
Hdac2,1,Schweizer2019
Ubxn7,1,Schweizer2019
Hspa4,1,Schweizer2019
Pdgfb,1,Schweizer2019
Dnaja3,1,Schweizer2019
Axl,1,Schweizer2019
Afp,1,Schweizer2019
Capn1,1,Schweizer2019
ALDOA,1,Halllist1
HLa-DQB1,1,Halllist1
TMPRSS6,1,Halllist1
ATP12A,1,Halllist1
ANGPTL3,1,Halllist1
PRCP,1,Halllist1
SEC24B,1,Halllist1
EPHA1,1,Halllist1
MCAM,1,Halllist1
KAT6A,1,Halllist1
MYH9,1,Halllist1
CYSLTR2,1,Halllist1
MYLK,1,Halllist1
PPAP2B,1,Halllist1
STRA6,1,Halllist1
COX1,1,Halllist1
ADAM9,1,Halllist1
PAPSS2,1,halllist2
TXNL1,1,yulist2
NPPA,1,yulist2
MYC,1,yulist2
ERCC2,1,yulist2
PSMB4,1,yulist2
PCK1,1,yulist2
KCND2,1,yulist2
EIF4EBP1,1,yulist2
FUNDC1,1,yulist2
PSMC5,1,yulist2
SCN2A,1,yulist2
RAMP2,1,yulist2
PSMF1,1,yulist2
CLCA1,1,yulist2
SIRT4,1,yulist2
DNM1L,1,yulist2
POSTN,1,yulist2
CPEB1,1,yulist2
OPRD1,1,yulist2
CFLAR,1,yulist2
APAF1,1,yulist2
CYBB,1,yulist2
CREB1,1,yulist2
PSMD1,1,yulist2
MECP2,1,yulist2
HILPDA,1,yulist2
BRIP1,1,yulist2
NOP53,1,yulist2
PSME3,1,yulist2
SDIM1,1,yulist2
SRC,1,yulist2
SLC9A1,1,yulist2
RAF1,1,yulist2
PKM,1,yulist2
WTIP,1,yulist2
MPL,1,yulist2
PSMC6,1,yulist2
PSMD10,1,yulist2
RWDD3,1,yulist2
CBFA2T3,1,yulist2
DNMT3A,1,yulist2
LIMD1,1,yulist2
TBL2,1,yulist2
ALDH3A1,1,yulist2
REG1A,1,yulist2
ERO1A,1,yulist2
PSMA4,1,yulist2
PSMC2,1,yulist2
URS0000A77400_9606,1,yulist2
URS0000338542_9606,1,yulist2
URS00002C11C3_9606,1,yulist2
URS000039ED8D_9606,1,yulist2
URS000050B527_9606,1,yulist2
URS000020BE6A_9606,1,yulist2
URS00004449AE_9606,1,yulist2
URS000055128B_9606,1,yulist2
URS00001F1DA8_9606,1,yulist2
URS00004A7003_9606,1,yulist2
URS000030BD69_9606,1,yulist2
URS00004416C5_9606,1,yulist2
URS000026261D_9606,1,yulist2
URS00002075FA_9606,1,yulist2
TMBIM6,1,yulist2
PSMD4,1,yulist2
NDNF,1,yulist2
LTA,1,yulist2
STOX1,1,yulist2
PSMD2,1,yulist2
ROCK2,1,yulist2
tert-terc_human,1,yulist2
HIGD1A,1,yulist2
OPA1,1,yulist2
VEGFD,1,yulist2
SUV39H1,1,yulist2
P4HB,1,yulist2
AGER,1,yulist2
ET-1,1,Moore2017
LEPR,1,Moore2017
RUNX1,1,Moore2017
TED,1,Moore2017
ACTN3,1,Clemente2014
C5orf47,1,Clemente2014
CPEB3,1,Clemente2014
CPT1A,1,Clemente2014
IGHMBP2,1,Clemente2014
LOC284801,1,Clemente2014
LRP5,1,Clemente2014
MRC1,1,Clemente2014
NGEF,1,Clemente2014
PCSK5,1,Clemente2014
POTEE,1,Clemente2014
PPP2R2C,1,Clemente2014
PPP6R3,1,Clemente2014
SCAMP1,1,Clemente2014
SLC30A4,1,Clemente2014
SYNE3,1,Clemente2014
TNR,1,Clemente2014
UNC5A,1,Clemente2014
ZNF595,1,Clemente2014
CCZ1B,1,Clemente2014
MRPL21,1,Clemente2014
ZNF718,1,Clemente2014
AHI1,1,Clemente2014
AK5,1,Clemente2014
ALMS1,1,Clemente2014
ARHGEF4,1,Clemente2014
ATAD2B,1,Clemente2014
AZIN1,1,Clemente2014
BASP1,1,Clemente2014
C6orf106,1,Clemente2014
CAB39,1,Clemente2014
CCNY,1,Clemente2014
CDK19,1,Clemente2014
CTD-2203A3.1,1,Clemente2014
DARS2,1,Clemente2014
DLG1,1,Clemente2014
DNAH11,1,Clemente2014
DNAH12,1,Clemente2014
DNAH14,1,Clemente2014
EIF4G3,1,Clemente2014
ERCC8,1,Clemente2014
FCHSD2,1,Clemente2014
FOXP2,1,Clemente2014
GABRA6,1,Clemente2014
GATA2,1,Clemente2014
GFRAL,1,Clemente2014
GRK1,1,Clemente2014
HSF4,1,Clemente2014
IL15,1,Clemente2014
JAK1,1,Clemente2014
LAMC1,1,Clemente2014
LHX8,1,Clemente2014
LRRFIP2,1,Clemente2014
MRPS17,1,Clemente2014
MTRNR2L6,1,Clemente2014
NEUROG2,1,Clemente2014
NEXN,1,Clemente2014
PDC,1,Clemente2014
PHACTR4,1,Clemente2014
PIBF1,1,Clemente2014
POLR3C,1,Clemente2014
PTGER3,1,Clemente2014
RBM14,1,Clemente2014
RP11-162P23.2,1,Clemente2014
SESN2,1,Clemente2014
UBR4,1,Clemente2014
UBR5,1,Clemente2014
UBXN2A,1,Clemente2014
USP3,1,Clemente2014
WARS2,1,Clemente2014
WDR70,1,Clemente2014
WT1,1,Clemente2014
XYLB,1,Clemente2014
ZNF560,1,Clemente2014
AMD1,1,Clemente2014
C11orf24,1,Clemente2014
C15orf61,1,Clemente2014
C3orf27,1,Clemente2014
C4orf21,1,Clemente2014
CREM,1,Clemente2014
DENND6A,1,Clemente2014
EMC1,1,Clemente2014
EPM2AIP1,1,Clemente2014
GAL,1,Clemente2014
GMEB1,1,Clemente2014
GOLGA4,1,Clemente2014
GPR55,1,Clemente2014
GPR89A,1,Clemente2014
HERC1,1,Clemente2014
HMGCLL1,1,Clemente2014
KB-1507C5.2,1,Clemente2014
LAMC2,1,Clemente2014
NDUFAF2,1,Clemente2014
NT5C2,1,Clemente2014
PDE12,1,Clemente2014
PLEKHB2,1,Clemente2014
PPIC,1,Clemente2014
RAD54L2,1,Clemente2014
RAVER2,1,Clemente2014
RBM4,1,Clemente2014
RP11-507M3.1,1,Clemente2014
RRM2B,1,Clemente2014
SKOR1,1,Clemente2014
SNRK,1,Clemente2014
SP4,1,Clemente2014
TFB1M,1,Clemente2014
TMEM255B,1,Clemente2014
UHRF1BP1,1,Clemente2014
USP33,1,Clemente2014
ZBTB37,1,Clemente2014
ZNF713,1,Clemente2014
ZRANB2,1,Clemente2014
ACVR2B,1,Clemente2014
ARF4,1,Clemente2014
CLDN20,1,Clemente2014
FAM228A,1,Clemente2014
FBXL22,1,Clemente2014
FEM1B,1,Clemente2014
FUBP1,1,Clemente2014
GAS6,1,Clemente2014
ITM2C,1,Clemente2014
KLHL20,1,Clemente2014
LARP7,1,Clemente2014
MANF,1,Clemente2014
MED18,1,Clemente2014
MLH1,1,Clemente2014
MRTO4,1,Clemente2014
MTL5,1,Clemente2014
PTRF,1,Clemente2014
RBM14-RBM4,1,Clemente2014
RCC1,1,Clemente2014
RNF115,1,Clemente2014
RP11-342M21.2,1,Clemente2014
RPN1,1,Clemente2014
SERPINC1,1,Clemente2014
SNRPC,1,Clemente2014
ZCWPW1,1,Clemente2014
ZZZ3,1,Clemente2014
AAGAB,1,Clemente2014
C11orf80,1,Clemente2014
CD160,1,Clemente2014
CENPL,1,Clemente2014
CTSF,1,Clemente2014
DNAJB4,1,Clemente2014
EXOG,1,Clemente2014
FAM168B,1,Clemente2014
GINM1,1,Clemente2014
KIAA0895L,1,Clemente2014
MFSD2B,1,Clemente2014
PVRIG,1,Clemente2014
RBM15B,1,Clemente2014
RC3H1,1,Clemente2014
TRNAU1AP,1,Clemente2014
C2orf44,1,Clemente2014
CCDC87,1,Clemente2014
EXOC3L1,1,Clemente2014
PDZK1,1,Clemente2014
RBM4B,1,Clemente2014
RP11-315D16.2,1,Clemente2014
SPDYE3,1,Clemente2014
TAF12,1,Clemente2014
VPRBP,1,Clemente2014
ZNF266,1,Clemente2014
E2F4,1,Clemente2014
FKBP1B,1,Clemente2014
PILRB,1,Clemente2014
RAB42,1,Clemente2014
SPTBN2,1,Clemente2014
ELMO3,1,Clemente2014
MRPL11,1,Clemente2014
PILRA,1,Clemente2014
SF3B14,1,Clemente2014
FAM228B,1,Clemente2014
LRRC29,1,Clemente2014
PELI3,1,Clemente2014
AC040160.1,1,Clemente2014
DPP3,1,Clemente2014
TP53I3,1,Clemente2014
CTD-3074O7.11,1,Clemente2014
TMEM208,1,Clemente2014
BBS1,1,Clemente2014
FHOD1,1,Clemente2014
SLC9A5,1,Clemente2014
ZDHHC24,1,Clemente2014
ACTB,1,Horscroft2017
HPRT1,1,Horscroft2017
PPIA,1,Horscroft2017
RNA18S,1,Horscroft2017
CPT1B,1,Horscroft2017
SLC2A3,1,Ortiz.Barahona2010HRElocations
HIST2H2BE,1,Ortiz.Barahona2010HRElocations
ERO1L,1,Ortiz.Barahona2010HRElocations
AK3L1,1,Ortiz.Barahona2010HRElocations
BHLHB2,1,Ortiz.Barahona2010HRElocations
IGFBP5,1,Ortiz.Barahona2010HRElocations
C3ORF28,1,Ortiz.Barahona2010HRElocations
ZNF395,1,Ortiz.Barahona2010HRElocations
CCNG2,1,Ortiz.Barahona2010HRElocations
ANKZF1,1,Ortiz.Barahona2010HRElocations
